,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,long,lat
438,300-bowl-coffee-shop-la-habra-2,"['coffee', 'chinese', 'breakfast_brunch']","{'latitude': 33.9384956359863, 'longitude': -117.942314147949}",(562) 691-0230,1990.83942786332,Kt_r2hXCbyLhIgZE5OGryw,https://s3-media4.fl.yelpcdn.com/bphoto/RPsb-_MVk4rauvtXP2NJdA/o.jpg,False,"{'address1': '370 E Whittier Blvd', 'address2': '', 'address3': '', 'city': 'La Habra', 'zip_code': '90631', 'country': 'US', 'state': 'CA', 'display_address': ['370 E Whittier Blvd', 'La Habra, CA 90631']}",300 Bowl Coffee Shop,15626910230.0,$,4.5,82,[],https://www.yelp.com/biz/300-bowl-coffee-shop-la-habra-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.942314147949,33.9384956359863
439,starbucks-la-habra-4,['coffee'],"{'latitude': 33.932262, 'longitude': -117.932636}",(562) 691-9929,1867.1111122666684,vGyrFld7CEJLB7AC4Y825Q,https://s3-media2.fl.yelpcdn.com/bphoto/fYK6M8X-rEJNt-_Tj1EEgw/o.jpg,False,"{'address1': '1201 E. La Habra Blvd.', 'address2': '#A', 'address3': '', 'city': 'La Habra', 'zip_code': '90631', 'country': 'US', 'state': 'CA', 'display_address': ['1201 E. La Habra Blvd.', '#A', 'La Habra, CA 90631']}",Starbucks,15626919929.0,$,2.5,145,[],https://www.yelp.com/biz/starbucks-la-habra-4?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.932636,33.932262
440,winchells-donut-house-la-habra-3,"['donuts', 'coffee', 'breakfast_brunch']","{'latitude': 33.9343179, 'longitude': -117.9332176}",(562) 690-9908,1944.071674440203,t4pkAPGSkuQgKiY7TF6sAQ,https://s3-media1.fl.yelpcdn.com/bphoto/53ktdwQmCb42qHZGlR7s9Q/o.jpg,False,"{'address1': '301 N Harbor Blvd', 'address2': '', 'address3': '', 'city': 'La Habra', 'zip_code': '90631', 'country': 'US', 'state': 'CA', 'display_address': ['301 N Harbor Blvd', 'La Habra, CA 90631']}",Winchell's Donut House,15626909908.0,$,4.0,40,[],https://www.yelp.com/biz/winchells-donut-house-la-habra-3?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.9332176,33.9343179
441,mcdonalds-la-habra,"['hotdogs', 'burgers', 'coffee']","{'latitude': 33.9393724136532, 'longitude': -117.937717437744}",(562) 690-0034,2227.3907993588814,QXt8SbKsbJ8Xno_IW37G1A,https://s3-media4.fl.yelpcdn.com/bphoto/9CBXDJ0OdX96u-C4VZShcw/o.jpg,False,"{'address1': '801 E Whittier Blvd', 'address2': '', 'address3': '', 'city': 'La Habra', 'zip_code': '90631', 'country': 'US', 'state': 'CA', 'display_address': ['801 E Whittier Blvd', 'La Habra, CA 90631']}",McDonald's,15626900034.0,$,1.5,89,[],https://www.yelp.com/biz/mcdonalds-la-habra?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.937717437744,33.9393724136532
442,7-eleven-la-habra,"['convenience', 'coffee']","{'latitude': 33.939532630631, 'longitude': -117.942053228617}",(562) 697-4679,2108.472780474794,zFx05W4sMdObyKRQmD-4LQ,https://s3-media2.fl.yelpcdn.com/bphoto/QTG-8iOVrGsrd5RPj-GygA/o.jpg,False,"{'address1': '381 E Whittier', 'address2': '', 'address3': '', 'city': 'La Habra', 'zip_code': '90631', 'country': 'US', 'state': 'CA', 'display_address': ['381 E Whittier', 'La Habra, CA 90631']}",7-Eleven,15626974679.0,$,2.5,2,[],https://www.yelp.com/biz/7-eleven-la-habra?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.942053228617,33.939532630631
443,7-eleven-la-habra-5,"['convenience', 'coffee']","{'latitude': 33.9323447142157, 'longitude': -117.924107750978}",(562) 694-4094,1545.1153167203784,yzXlAkvxGqj1zGlh1o3Kug,https://s3-media2.fl.yelpcdn.com/bphoto/x_7xJbOoj4rFXJzzZ4_y4Q/o.jpg,False,"{'address1': '2001 E La Habra Blvd', 'address2': None, 'address3': None, 'city': 'La Habra', 'zip_code': '90631', 'country': 'US', 'state': 'CA', 'display_address': ['2001 E La Habra Blvd', 'La Habra, CA 90631']}",7-Eleven,15626944094.0,$,4.0,9,[],https://www.yelp.com/biz/7-eleven-la-habra-5?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.924107750978,33.9323447142157
444,7-eleven-brea,"['convenience', 'coffee']","{'latitude': 33.9325206304911, 'longitude': -117.898927330971}",(714) 529-7831,1444.3778218350697,xF7phu7xUICnIMzEBJBSfg,https://s3-media1.fl.yelpcdn.com/bphoto/GjZOyfrqM3-avAtIxTMdxw/o.jpg,False,"{'address1': '295 W Central', 'address2': '', 'address3': None, 'city': 'Brea', 'zip_code': '92821', 'country': 'US', 'state': 'CA', 'display_address': ['295 W Central', 'Brea, CA 92821']}",7-Eleven,17145297831.0,$,1.5,13,[],https://www.yelp.com/biz/7-eleven-brea?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.898927330971,33.9325206304911
445,jetway-caf̩-los-angeles,"['cafeteria', 'breakfast_brunch', 'coffee']","{'latitude': 33.942899124562, 'longitude': -118.414151061262}",(310) 646-0933,1850.6790732999455,J-OOCOWx7nbh7hYTJhX-ag,,False,"{'address1': '7001 World Way W', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['7001 World Way W', 'Los Angeles, CA 90045']}",Jetway Caf̩,13106460933.0,$,3.0,1,[],https://www.yelp.com/biz/jetway-caf%C3%A9-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.414151061262,33.942899124562
446,lamill-coffee-los-angeles-3,['coffee'],"{'latitude': 33.9452285296372, 'longitude': -118.41089460098}",,1534.2090314857467,snQXZJ6QsEdPideimdzm2A,https://s3-media2.fl.yelpcdn.com/bphoto/78yafCZ4IkaRfWng5IlnuA/o.jpg,False,"{'address1': '1 World Way', 'address2': '', 'address3': 'LAX Airport Intl Terminal', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['1 World Way', 'LAX Airport Intl Terminal', 'Los Angeles, CA 90045']}",Lamill Coffee,,$$,3.0,28,[],https://www.yelp.com/biz/lamill-coffee-los-angeles-3?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.41089460098,33.9452285296372
447,the-coffee-bean-and-tea-leaf-los-angeles-80,['coffee'],"{'latitude': 33.9431492330612, 'longitude': -118.408620910597}",,1396.2707794725916,j6Pbo07GXuQswgTa8i-Slg,https://s3-media3.fl.yelpcdn.com/bphoto/TDnTSrUh21jnTzGRbil4pA/o.jpg,False,"{'address1': '1 World Way', 'address2': 'Tom Bradley International Terminal - Arrivals', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['1 World Way', 'Tom Bradley International Terminal - Arrivals', 'Los Angeles, CA 90045']}",The Coffee Bean & Tea Leaf,,$$,2.0,33,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-80?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.408620910597,33.9431492330612
448,the-coffee-bean-and-tea-leaf-los-angeles-82,['coffee'],"{'latitude': 33.941717, 'longitude': -118.404448}",(310) 337-1011,1489.5002772802368,2NRaM0duO9shzF0pTCjrLg,https://s3-media2.fl.yelpcdn.com/bphoto/BiYlS0Ml9ktMxbYow-_0qg/o.jpg,False,"{'address1': '1 World Way', 'address2': 'Terminal 5', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['1 World Way', 'Terminal 5', 'Los Angeles, CA 90045']}",The Coffee Bean & Tea Leaf,13103371011.0,$$,2.0,104,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-82?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.404448,33.941717
449,the-coffee-bean-and-tea-leaf-los-angeles-103,['coffee'],"{'latitude': 33.9472976778691, 'longitude': -118.401076412334}",,2163.4328142718327,igj3Yoli6tht8_1tRhbyEw,https://s3-media2.fl.yelpcdn.com/bphoto/oGfhWd0k3XaXdGHCAwwimA/o.jpg,False,"{'address1': '100 W World Way', 'address2': 'Terminal 1', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['100 W World Way', 'Terminal 1', 'Los Angeles, CA 90045']}",The Coffee Bean & Tea Leaf,,$$,2.0,42,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-103?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.401076412334,33.9472976778691
450,dunkin-donuts-los-angeles-7,"['donuts', 'coffee']","{'latitude': 33.9406765549019, 'longitude': -118.40700702674}",(310) 800-7133,1246.7026929249707,PBRiguXyEy-7ov0pBAFu3w,https://s3-media1.fl.yelpcdn.com/bphoto/dTOupJhtpbOsrJBMx2WwlQ/o.jpg,False,"{'address1': '400 World Way', 'address2': '', 'address3': 'Terminal 4', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['400 World Way', 'Terminal 4', 'Los Angeles, CA 90045']}",Dunkin' Donuts,13108007133.0,$,2.5,69,[],https://www.yelp.com/biz/dunkin-donuts-los-angeles-7?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.40700702674,33.9406765549019
451,homeboy-cafe-and-bakery-los-angeles,"['bakeries', 'coffee', 'newamerican']","{'latitude': 33.9433684340008, 'longitude': -118.408163883665}",(213) 503-1805,1359.5575801365285,_A7D9TxzfETE0b6cj4dCnw,https://s3-media1.fl.yelpcdn.com/bphoto/LMi3iE0oepjkNFh_tNuyxA/o.jpg,False,"{'address1': '400 World Way', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['400 World Way', 'Los Angeles, CA 90045']}",Homeboy Cafe & Bakery,12135031805.0,$$,3.0,130,[],https://www.yelp.com/biz/homeboy-cafe-and-bakery-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.408163883665,33.9433684340008
452,the-coffee-bean-and-tea-leaf-los-angeles-65,['coffee'],"{'latitude': 33.94369, 'longitude': -118.408741}",,1445.1810467448404,Uioxzx7ivkIlkRWilS0vuw,https://s3-media3.fl.yelpcdn.com/bphoto/qEpqVuGRriBhwB57Rt2eqg/o.jpg,False,"{'address1': '1 World Way', 'address2': 'Tom Bradley International Terminal', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['1 World Way', 'Tom Bradley International Terminal', 'Los Angeles, CA 90045']}",The Coffee Bean & Tea Leaf,,$,2.0,65,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-65?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.408741,33.94369
453,starbucks-los-angeles-502,['coffee'],"{'latitude': 33.94045538, 'longitude': -118.4097386}",,1083.6506828512804,sOmrU6K2EC84w3_jZz-01A,https://s3-media1.fl.yelpcdn.com/bphoto/BNcfUaZgB6qAqXDi9RG6KQ/o.jpg,False,"{'address1': '1 World Way', 'address2': '', 'address3': 'LAX - Great Hall', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['1 World Way', 'LAX - Great Hall', 'Los Angeles, CA 90045']}",Starbucks,,,2.5,3,[],https://www.yelp.com/biz/starbucks-los-angeles-502?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4097386,33.94045538
454,7-eleven-los-angeles-137,"['convenience', 'coffee']","{'latitude': 33.9433006096595, 'longitude': -118.40900123163}",(310) 642-0751,1395.7586708800982,jieFrk-PAi_fhBijk0xcGw,https://s3-media2.fl.yelpcdn.com/bphoto/tnJqchTxeRPeW3CJB2IUfw/o.jpg,False,"{'address1': '380 World Way', 'address2': 'Space T85', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['380 World Way', 'Space T85', 'Los Angeles, CA 90045']}",7-Eleven,13106420751.0,$,3.0,18,[],https://www.yelp.com/biz/7-eleven-los-angeles-137?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.40900123163,33.9433006096595
455,starbucks-los-angeles-276,['coffee'],"{'latitude': 33.94205072, 'longitude': -118.4068282}",(310) 948-5066,1378.1828531346778,XR0t_hS9Wm_jTdRwono_jA,https://s3-media4.fl.yelpcdn.com/bphoto/GXE0D_ALo48ZG9t31XY-_g/o.jpg,False,"{'address1': '1 World Way', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['1 World Way', 'Los Angeles, CA 90045']}",Starbucks,13109485066.0,$$,2.5,32,[],https://www.yelp.com/biz/starbucks-los-angeles-276?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4068282,33.94205072
456,starbucks-los-angeles-204,['coffee'],"{'latitude': 33.94506, 'longitude': -118.40231}",(310) 646-3472,1800.3019874397642,pY7BFrhuhRd61LY0tZHf5w,https://s3-media2.fl.yelpcdn.com/bphoto/hX64AewgMJMFgGxeLeaPhw/o.jpg,False,"{'address1': '201 World Way', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['201 World Way', 'Los Angeles, CA 90045']}",Starbucks,13106463472.0,$$,2.0,115,[],https://www.yelp.com/biz/starbucks-los-angeles-204?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.40231,33.94506
457,starbucks-los-angeles-229,['coffee'],"{'latitude': 33.94300301, 'longitude': -118.4094398}",(310) 665-9445,1348.6231090581095,KHz3yU9kGESDMVkGAuS1Pg,https://s3-media4.fl.yelpcdn.com/bphoto/8KLLvGMfb7qOchTQ9c3aZg/o.jpg,False,"{'address1': '1 World Way', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['1 World Way', 'Los Angeles, CA 90045']}",Starbucks,13106659445.0,$$,2.0,22,[],https://www.yelp.com/biz/starbucks-los-angeles-229?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4094398,33.94300301
458,starbucks-los-angeles-371,['coffee'],"{'latitude': 33.94075256, 'longitude': -118.4019435}",(310) 646-4054,1588.6791357263544,BCMrxSazTYM92zCeQbW4xQ,https://s3-media2.fl.yelpcdn.com/bphoto/FtvEyC-jX6jKKK168keesw/o.jpg,False,"{'address1': '201 World Way', 'address2': '', 'address3': 'LAX T6 Baggage Claim', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['201 World Way', 'LAX T6 Baggage Claim', 'Los Angeles, CA 90045']}",Starbucks,13106464054.0,$$,2.0,71,[],https://www.yelp.com/biz/starbucks-los-angeles-371?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4019435,33.94075256
459,la-brea-bakery-los-angeles-10,"['coffee', 'bakeries']","{'latitude': 33.9465671382036, 'longitude': -118.404035903513}",,1938.1852539810066,4e9MzPB5V15BQ8JTVY3yTA,https://s3-media1.fl.yelpcdn.com/bphoto/kC5B0Ee9pXknk1-dmNOciQ/o.jpg,False,"{'address1': 'Terminal 2', 'address2': '', 'address3': 'Los Angeles International Airport', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['Terminal 2', 'Los Angeles International Airport', 'Los Angeles, CA 90045']}",La Brea Bakery,,$$,2.0,29,[],https://www.yelp.com/biz/la-brea-bakery-los-angeles-10?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.404035903513,33.9465671382036
460,starbucks-los-angeles-266,['coffee'],"{'latitude': 33.9462882, 'longitude': -118.4040671}",(310) 736-7045,1910.7080258710453,ZPWNht8Zhxz44ntH8WINXg,https://s3-media2.fl.yelpcdn.com/bphoto/90l1GB5M-vH0hZpjujuZiA/o.jpg,False,"{'address1': '201 World Way', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['201 World Way', 'Los Angeles, CA 90045']}",Starbucks,13107367045.0,$,2.0,23,[],https://www.yelp.com/biz/starbucks-los-angeles-266?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4040671,33.9462882
461,starbucks-los-angeles-499,['coffee'],"{'latitude': 33.942313, 'longitude': -118.40206}",(310) 646-4054,1692.835724390372,Lp9_VcheraAs5gM55AtgWg,https://s3-media1.fl.yelpcdn.com/bphoto/mttatiwbmP46n2fFvfgQiA/o.jpg,False,"{'address1': '201 World Way', 'address2': '', 'address3': 'LAX T6 Evenings and Reserve', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['201 World Way', 'LAX T6 Evenings and Reserve', 'Los Angeles, CA 90045']}",Starbucks,13106464054.0,,1.5,6,[],https://www.yelp.com/biz/starbucks-los-angeles-499?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.40206,33.942313
462,starbucks-los-angeles-491,['coffee'],"{'latitude': 33.94506, 'longitude': -118.40231}",(310) 646-3472,1800.6603578794434,J0raZmKzO4cZECEKvnT3NQ,https://s3-media4.fl.yelpcdn.com/bphoto/JuG81zRU-o-uyj2b4ul8hA/o.jpg,False,"{'address1': '201 World Way', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['201 World Way', 'Los Angeles, CA 90045']}",Starbucks,13106463472.0,$$,2.0,109,[],https://www.yelp.com/biz/starbucks-los-angeles-491?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.40231,33.94506
463,starbucks-los-angeles-80,['coffee'],"{'latitude': 33.9462703727292, 'longitude': -118.404062726003}",,1909.2813103219967,ViJSK88Ug39ruabjT0U9vg,https://s3-media3.fl.yelpcdn.com/bphoto/3jQnzE0Kb8UJHxt2mWqM5w/o.jpg,False,"{'address1': '201 World Way', 'address2': '', 'address3': 'LAX Terminal 7', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['201 World Way', 'LAX Terminal 7', 'Los Angeles, CA 90045']}",Starbucks,,$$,2.0,19,[],https://www.yelp.com/biz/starbucks-los-angeles-80?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.404062726003,33.9462703727292
464,la-provence-campanille-los-angeles-2,"['desserts', 'coffee', 'bakeries']","{'latitude': 33.940689, 'longitude': -118.406547}",,1274.960133001643,HPVRIB3FkcvXyPh_ikcdvg,https://s3-media2.fl.yelpcdn.com/bphoto/W5UV2aiSyVtcgniTwfXLkg/o.jpg,False,"{'address1': '1 World Way', 'address2': '', 'address3': 'Terminal 4 (American Airlines)', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['1 World Way', 'Terminal 4 (American Airlines)', 'Los Angeles, CA 90045']}",La Provence/Campanille,,$$,1.0,7,[],https://www.yelp.com/biz/la-provence-campanille-los-angeles-2?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.406547,33.940689
465,the-coffee-bean-and-tea-leaf-los-angeles-116,['coffee'],"{'latitude': 33.94613, 'longitude': -118.39268}",(310) 431-4745,1766.9893675542362,f2qG3QsALcu1mrI_n_ZO0g,https://s3-media2.fl.yelpcdn.com/bphoto/h_uq63F8w2TygyWFFZZVkw/o.jpg,False,"{'address1': '6151 West Century Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['6151 West Century Blvd', 'Los Angeles, CA 90045']}",The Coffee Bean & Tea Leaf,13104314745.0,,5.0,12,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-116?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39268,33.94613
466,klatch-coffee-los-angeles-4,"['coffee', 'sandwiches']","{'latitude': 33.941884, 'longitude': -118.399733}",(909) 981-4031,1117.448773488774,bayq2Po9HJNrNG8c-2t-YQ,https://s3-media4.fl.yelpcdn.com/bphoto/6wLqJ-JlO6CggxiDExUmxg/o.jpg,False,"{'address1': '1 World Way', 'address2': '', 'address3': 'LAX Terminal 7', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['1 World Way', 'LAX Terminal 7', 'Los Angeles, CA 90045']}",Klatch Coffee,19099814031.0,$,3.0,271,[],https://www.yelp.com/biz/klatch-coffee-los-angeles-4?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.399733,33.941884
467,starbucks-los-angeles-194,['coffee'],"{'latitude': 33.946358, 'longitude': -118.390868}",(310) 642-4803,1889.3423634428927,kkj_2X_u0-P2ZxmmRvC6Fw,https://s3-media3.fl.yelpcdn.com/bphoto/KpPpR1csRZSDdSi8HvniFQ/o.jpg,False,"{'address1': '6101 W Century Blvd', 'address2': '', 'address3': 'Sheraton Gateway Hotel', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['6101 W Century Blvd', 'Sheraton Gateway Hotel', 'Los Angeles, CA 90045']}",Starbucks,13106424803.0,$,3.0,35,[],https://www.yelp.com/biz/starbucks-los-angeles-194?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.390868,33.946358
468,peets-coffee-los-angeles-8,['coffee'],"{'latitude': 33.9427351397452, 'longitude': -118.388743877274}",,1675.077800751223,cJcSK4k6w2cjyzcz57JMKQ,https://s3-media3.fl.yelpcdn.com/bphoto/1HO6zqQA_Xl92JL4KpRNZA/o.jpg,False,"{'address1': '6040 Avion Dr', 'address2': 'Terminal 3', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['6040 Avion Dr', 'Terminal 3', 'Los Angeles, CA 90045']}",Peet's Coffee,,$$,2.5,17,[],https://www.yelp.com/biz/peets-coffee-los-angeles-8?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.388743877274,33.9427351397452
469,starbucks-los-angeles-363,['coffee'],"{'latitude': 33.9460283963077, 'longitude': -118.387247}",(310) 568-7730,2058.5997426664358,_LXjYqkt8fHkTGiwN6XHQQ,https://s3-media4.fl.yelpcdn.com/bphoto/NwnhvJJfyASEgPn1JNNMxA/o.jpg,False,"{'address1': '5933 W Century Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['5933 W Century Blvd', 'Los Angeles, CA 90045']}",Starbucks,13105687730.0,$$,3.5,26,[],https://www.yelp.com/biz/starbucks-los-angeles-363?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.387247,33.9460283963077
470,the-coffee-bean-and-tea-leaf-los-angeles-117,['coffee'],"{'latitude': 33.9444, 'longitude': -118.39844}",,1450.3016874408836,_TiMM2MTLrXx7ReNdC5Upw,https://s3-media1.fl.yelpcdn.com/bphoto/8OOTNHqR7qIeI2KHa493ZQ/o.jpg,False,"{'address1': '1 World Way', 'address2': 'Terminal 7', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['1 World Way', 'Terminal 7', 'Los Angeles, CA 90045']}",The Coffee Bean & Tea Leaf,,$$,2.5,33,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-117?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39844,33.9444
